-3.120598268,-2.451665554,-1.819272467,-1.263774943,-0.866308838,-0.561298399,-0.359778189,-0.230437446,-0.094180264,0.000121908,0.030485908,0.149315899,0.214188395,0.23129911,0.267195977,0.21261633,0.154206587,0.153834845,0.175120293,0.172018684,0.18455919,0.119788895,0.04181021,0.012571658,-0.040122437,-0.04296696,-0.051078703,-0.035769959,-0.04689553,-0.033192177,-0.060053672,-0.046654405,-0.09848269,-0.118332842,-0.157940956,-0.179285574,-0.165576069,-0.073075649,-0.021428487,0.047723933,0.106544576,0.14314801
2.119127615,0.789442304,0.152420074,-0.018119608,0.024544238,0.038128104,0.032554655,0.06252271,0.0526545,0.038744251,0.057947468,0.070524124,0.109359189,0.099968855,0.072681015,0.075458233,0.07937007,0.033684802,0.031439734,-0.016846496,0.001220931,-0.010582013,-0.049842148,-0.159250987,-0.280790884,-0.307410428,-0.274169972,-0.196792459,-0.11631046,-0.105672224,-0.138379368,-0.094379674,-0.074050171,-0.02094621,0.031821465,0.042117873,0.034586405,0.121867737,0.137046888,0.162608901,0.1997195,0.259396084
-3.977626392,-2.3482115,-1.400842332,-0.929424388,-0.697592172,-0.506658471,-0.347219379,-0.18560904,-0.036056329,0.040190782,0.129527903,0.120167871,0.166359677,0.191335654,0.207774794,0.195503095,0.20441193,0.127941622,0.126477047,0.117873396,0.111844831,0.051776599,0.003260081,-0.064124598,-0.076647716,-0.0859077,-0.087206265,-0.086779602,-0.045260977,-0.016134571,0.000207559,8.35E-06,-0.002703495,-0.020701708,-0.05967153,-0.075427677,-0.105995661,-0.065922188,-0.023099639,0.004318638,0.031282535,0.060864184
-2.557180845,-1.60021193,-0.979299843,-0.606944485,-0.393593956,-0.213371903,-0.116154859,-0.034364025,0.025846743,0.08389672,0.120757716,0.136189845,0.156677813,0.148311876,0.162760643,0.180238173,0.167178635,0.136688612,0.132231208,0.092517785,0.060080391,0.023366854,-0.069175074,-0.146435764,-0.213591482,-0.27070679,-0.286441499,-0.236222351,-0.18744065,-0.161801501,-0.198575372,-0.219778043,-0.221615485,-0.18630046,-0.13031595,-0.036347782,0.047319195,0.162467543,0.238807644,0.259140155,0.276314755,0.31784668
-4.508295923,-2.359318072,-1.14085492,-0.579217802,-0.387648103,-0.203040451,-0.075896657,-0.021155386,0.072243694,0.11052645,0.087662264,0.111448563,0.114501443,0.11132958,0.110051689,0.077847626,0.062623135,0.060725282,0.081339362,0.06503808,0.05281876,-0.019706559,-0.069742927,-0.119337304,-0.160713481,-0.181923829,-0.159677663,-0.118683345,-0.089494646,-0.067734271,-0.098193781,-0.071722567,-0.097375602,-0.093587588,-0.128159794,-0.111563295,-0.112684986,0.001759504,0.090313251,0.189834526,0.27413772,0.326193201
-6.649494288,-4.021602181,-2.454325341,-1.629127035,-1.183429257,-0.788653564,-0.483873215,-0.261059913,-0.088532449,0.045442891,0.154173469,0.242425551,0.299399644,0.288706127,0.283598381,0.247997625,0.237400937,0.232552572,0.208315836,0.154729014,0.16845722,0.103108408,0.027500767,-0.058038331,-0.156808591,-0.215270851,-0.199216349,-0.16520619,-0.106758565,-0.069357472,-0.053495285,0.020830398,0.039840338,0.070171592,0.079733599,0.057382653,0.036732774,0.071509038,0.007839349,-0.090231059,-0.165871776,-0.175474569
-4.687331978,-2.831090024,-1.709118651,-1.106295892,-0.777347923,-0.495734478,-0.306874014,-0.140890684,-0.029221601,0.020124282,0.067095736,0.112379124,0.164776855,0.218665242,0.261721725,0.241160503,0.209481996,0.179747717,0.187824485,0.174072254,0.145513889,0.12163941,0.049066788,-0.000196891,-0.052662112,-0.070651925,-0.118918718,-0.118622216,-0.1339186,-0.207330717,-0.308134291,-0.290782656,-0.277488887,-0.235973823,-0.155641417,-0.058656248,-0.010666184,0.146306042,0.210246029,0.194556693,0.161907252,0.14607944
-4.854796179,-2.803753471,-1.614750582,-1.029951878,-0.768416341,-0.519797176,-0.302572953,-0.154068378,-0.035526689,0.026600638,0.073995156,0.121958103,0.216719592,0.246680433,0.228103713,0.206418764,0.170442777,0.102322733,0.113289746,0.087760569,0.051358753,0.063585967,0.012937046,-0.042003417,-0.09268929,-0.138267857,-0.163570501,-0.079576288,-0.035146837,0.00405049,-0.013000821,-0.007872322,-0.034766537,-0.041062382,-0.022407949,0.015920073,-0.014427714,-0.001680967,-0.012223754,-0.034505056,-0.028230395,0.031252728
-5.44666725,-2.706135173,-1.278619715,-0.741443277,-0.602889814,-0.457464552,-0.339046528,-0.200586522,-0.07171345,0.010937907,0.044335989,0.049946765,0.07771979,0.124462509,0.196509048,0.225547872,0.215114573,0.220231778,0.237351145,0.234573465,0.178617127,0.100502637,0.017367633,-0.025553676,-0.089053642,-0.098746408,-0.131671222,-0.120366779,-0.053354211,-0.03541533,-0.052708401,-0.011238491,-0.02245039,-0.053395795,-0.009394265,-0.01730286,-0.031620998,0.01186695,0.016332794,-0.021487463,-0.055723362,-0.063123638
-4.471669171,-2.442462045,-1.308362286,-0.791717393,-0.573887263,-0.36875558,-0.206769144,-0.059833061,0.041554593,0.071376733,0.071840407,0.109276499,0.157917896,0.15827496,0.133718367,0.137681431,0.121113809,0.105442292,0.105953461,0.05063103,-0.015155173,-0.017014328,-0.034057426,-0.0335634,-0.039909375,-0.050414653,-0.092416447,-0.105078726,-0.123208862,-0.109782226,-0.113277534,-0.028993889,-0.015118625,-0.015749247,-0.05012964,-0.079554538,-0.075789284,-0.017996572,0.026152844,0.065266137,0.114588967,0.181778303
-6.954518609,-4.242947641,-2.574565921,-1.651630915,-1.128027481,-0.72426238,-0.464436945,-0.239319301,-0.022686467,0.12332772,0.212597373,0.281754836,0.293762318,0.280477419,0.317815196,0.328922183,0.326593951,0.32969728,0.295257467,0.207032044,0.136174955,0.053656284,-0.006052205,-0.075062676,-0.141601441,-0.176166931,-0.210230458,-0.227040481,-0.188873513,-0.222741174,-0.28166334,-0.276368125,-0.298822757,-0.352522008,-0.329520402,-0.294346797,-0.188380781,0.030116739,0.224288364,0.339431579,0.42940577,0.509786705
-6.544971314,-3.900581899,-2.336701894,-1.536860931,-1.173841992,-0.81375752,-0.532406114,-0.287878033,-0.10023058,0.073206388,0.138903908,0.181759751,0.241579623,0.26363881,0.264149853,0.296928259,0.291584026,0.260033784,0.266222913,0.196707481,0.158342096,0.135555159,0.091323954,0.046328531,-0.013463711,-0.055412153,-0.071219738,-0.038403304,-0.015071746,-0.040705702,-0.120046106,-0.152305234,-0.205533705,-0.200856299,-0.208747808,-0.194029441,-0.176529902,-0.04854923,0.0414831,0.12051591,0.140004244,0.066878535
-2.965488328,-3.650053702,-3.285144171,-2.341816735,-1.385956423,-0.884744492,-0.564424237,-0.350394458,-0.174748394,-0.051491625,0.068563506,0.166429056,0.255316359,0.290494575,0.320043783,0.34852038,0.365148159,0.308606109,0.253400935,0.212965228,0.180063255,0.151340633,0.097945459,0.032249524,-0.026399136,-0.019420633,0.00495385,0.015838353,-0.00156284,-0.010622928,-0.056482673,-0.034450095,-0.021341535,-0.049560252,-0.117799406,-0.141859151,-0.19681042,-0.133211461,-0.07883412,-0.045102075,-0.038903401,-0.073715832
